Key	UK English	French	Arabic		
home.privacy.business_dev.p2	On this basis we may inform you of products and services offered by other business entities of EclipsoAir which you may not have yet used and may be of interest to you from time to time. We also use certain Usage Data to measure and analyse the behaviour of visitors to our website and traffic patterns by using cookies, and we will seek your consent to such use where we are legally required to do so.	Sur cette base, nous pouvons vous informer de produits et services proposÃ©s par dâ€™autres entitÃ©s commerciales dâ€™EclipsoAir que vous nâ€™avez peut-Ãªtre pas encore utilisÃ©s et susceptibles de vous intÃ©resser. Nous utilisons Ã©galement certaines DonnÃ©es dâ€™utilisation pour mesurer et analyser le comportement des visiteurs de notre site et les tendances de trafic Ð¿Ð¾ÑÑ€ÐµÐ´ÑÑ‚Ð²Ð¾Ð¼ les cookies, et nous demanderons votre consentement lorsque la loi lâ€™exige.	ÙˆØ¨Ù†Ø§Ø¡Ù‹ Ø¹Ù„Ù‰ Ø°Ù„ÙƒØŒ Ù‚Ø¯ Ù†Ø·Ù„Ø¹Ùƒ Ù…Ù† ÙˆÙ‚Øª Ù„Ø¢Ø®Ø± Ø¹Ù„Ù‰ Ù…Ù†ØªØ¬Ø§Øª ÙˆØ®Ø¯Ù…Ø§Øª ØªÙ‚Ø¯Ù…Ù‡Ø§ ÙƒÙŠØ§Ù†Ø§Øª Ø£Ø¹Ù…Ø§Ù„ Ø£Ø®Ø±Ù‰ ØªØ§Ø¨Ø¹Ø© Ù„Ù€ EclipsoAir Ù‚Ø¯ Ù„Ø§ ØªÙƒÙˆÙ† Ø§Ø³ØªØ®Ø¯Ù…ØªÙ‡Ø§ Ø¨Ø¹Ø¯ ÙˆÙ‚Ø¯ ØªÙ‡Ù…Ùƒ. ÙƒÙ…Ø§ Ù†Ø³ØªØ®Ø¯Ù… Ø¨Ø¹Ø¶ Ø¨ÙŠØ§Ù†Ø§Øª Ø§Ù„Ø§Ø³ØªØ®Ø¯Ø§Ù… Ù„Ù‚ÙŠØ§Ø³ ÙˆØªØ­Ù„ÙŠÙ„ Ø³Ù„ÙˆÙƒ Ø²ÙˆØ§Ø± Ù…ÙˆÙ‚Ø¹Ù†Ø§ ÙˆØ£Ù†Ù…Ø§Ø· Ø­Ø±ÙƒØ© Ø§Ù„Ù…Ø±ÙˆØ± Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù… Ù…Ù„ÙØ§Øª ØªØ¹Ø±ÙŠÙ Ø§Ù„Ø§Ø±ØªØ¨Ø§Ø·ØŒ ÙˆØ³Ù†Ø·Ù„Ø¨ Ù…ÙˆØ§ÙÙ‚ØªÙƒ Ø¹Ù„Ù‰ Ù‡Ø°Ø§ Ø§Ù„Ø§Ø³ØªØ®Ø¯Ø§Ù… Ø¹Ù†Ø¯Ù…Ø§ ÙŠÙƒÙˆÙ† Ø°Ù„Ùƒ Ù…Ø·Ù„ÙˆØ¨Ù‹Ø§ Ù‚Ø§Ù†ÙˆÙ†Ù‹Ø§.		
home.privacy.business_dev.p3	We use certain third-party applications to help us do this. For example, we use Google Analytics, a service which analyses website traffic data and webpage usage. Google Analytics does not identify individual users or associate your IP address with any other data held by Google.	Nous utilisons certaines applications de tiers pour nous aider Ã  Ø°Ù„Ùƒ. Par exemple, nous utilisons Google Analytics, un service qui analyse les donnÃ©es de trafic du site et lâ€™utilisation des pages web. Google Analytics nâ€™identifie pas les utilisateurs individuellement et nâ€™associe pas votre adresse IP Ã  dâ€™autres donnÃ©es dÃ©tenues par Google.	Ù†Ø³ØªØ®Ø¯Ù… Ø¨Ø¹Ø¶ ØªØ·Ø¨ÙŠÙ‚Ø§Øª Ø§Ù„Ø¬Ù‡Ø§Øª Ø§Ù„Ø®Ø§Ø±Ø¬ÙŠØ© Ù„Ù…Ø³Ø§Ø¹Ø¯ØªÙ†Ø§ ÙÙŠ Ø°Ù„Ùƒ. Ø¹Ù„Ù‰ Ø³Ø¨ÙŠÙ„ Ø§Ù„Ù…Ø«Ø§Ù„ØŒ Ù†Ø³ØªØ®Ø¯Ù… Google AnalyticsØŒ ÙˆÙ‡ÙŠ Ø®Ø¯Ù…Ø© ØªØ­Ù„Ù„ Ø¨ÙŠØ§Ù†Ø§Øª Ø­Ø±ÙƒØ© Ø§Ù„Ù…Ø±ÙˆØ± Ø¹Ù„Ù‰ Ø§Ù„Ù…ÙˆÙ‚Ø¹ ÙˆØ§Ø³ØªØ®Ø¯Ø§Ù… ØµÙØ­Ø§Øª Ø§Ù„ÙˆÙŠØ¨. Ù„Ø§ ÙŠÙ‚ÙˆÙ… Google Analytics Ø¨ØªØ­Ø¯ÙŠØ¯ Ù‡ÙˆÙŠØ© Ø§Ù„Ù…Ø³ØªØ®Ø¯Ù…ÙŠÙ† Ø¨Ø´ÙƒÙ„ ÙØ±Ø¯ÙŠ Ø£Ùˆ Ø±Ø¨Ø· Ø¹Ù†ÙˆØ§Ù† IP Ø§Ù„Ø®Ø§Øµ Ø¨Ùƒ Ø¨Ø£ÙŠ Ø¨ÙŠØ§Ù†Ø§Øª Ø£Ø®Ø±Ù‰ Ù„Ø¯Ù‰ Google.		
home.privacy.internet_ads.title	Internet-based advertising	PublicitÃ© en ligne	Ø§Ù„Ø¥Ø¹Ù„Ø§Ù†Ø§Øª Ø¹Ø¨Ø± Ø§Ù„Ø¥Ù†ØªØ±Ù†Øª		
home.privacy.internet_ads.p1.before	We may use Usage Data to provide you with advertising about products and services tailored to your individual interests. You may see certain ads on other websites or in your emails based on your visits to our websites and third-party sites because we participate in advertising networks administered by third-party vendors, such as Google Ads. Ad networks track your online activities over time by collecting information through automated means, including through the use of cookies. The networks use this information to show you advertisements that are tailored to your individual interests. We have a legitimate interest in delivering direct advertising but we will seek your consent to such use where we are legally required to do so (please refer to our 	Nous pouvons utiliser les DonnÃ©es dâ€™utilisation pour vous proposer des publicitÃ©s sur des produits et services adaptÃ©es Ã  vos intÃ©rÃªts. Vous pouvez voir certaines annonces sur dâ€™autres sites web ou dans vos e-mails en fonction de vos visites de nos sites et de sites tiers, car nous participons Ã  des rÃ©seaux publicitaires gÃ©rÃ©s par des fournisseurs tiers, tels que Google Ads. Les rÃ©seaux publicitaires suivent vos activitÃ©s en ligne au fil du temps en collectant des informations par des moyens automatisÃ©s, notamment via lâ€™utilisation de cookies. Ces rÃ©seaux utilisent ces informations pour vous afficher des publicitÃ©s adaptÃ©es Ã  vos intÃ©rÃªts. Nous avons un intÃ©rÃªt lÃ©gitime Ã  diffuser de la publicitÃ© directe, mais nous demanderons votre consentement lorsque la loi lâ€™exige (veuillez vous rÃ©fÃ©rer Ã  notre 	Ù‚Ø¯ Ù†Ø³ØªØ®Ø¯Ù… Ø¨ÙŠØ§Ù†Ø§Øª Ø§Ù„Ø§Ø³ØªØ®Ø¯Ø§Ù… Ù„ØªØ²ÙˆÙŠØ¯Ùƒ Ø¨Ø¥Ø¹Ù„Ø§Ù†Ø§Øª Ø­ÙˆÙ„ Ù…Ù†ØªØ¬Ø§Øª ÙˆØ®Ø¯Ù…Ø§Øª Ù…Ø®ØµØµØ© Ù„Ø§Ù‡ØªÙ…Ø§Ù…Ø§ØªÙƒ Ø§Ù„ÙØ±Ø¯ÙŠØ©. ÙˆÙ‚Ø¯ ØªØ±Ù‰ Ø¨Ø¹Ø¶ Ø§Ù„Ø¥Ø¹Ù„Ø§Ù†Ø§Øª Ø¹Ù„Ù‰ Ù…ÙˆØ§Ù‚Ø¹ Ø£Ø®Ø±Ù‰ Ø£Ùˆ ÙÙŠ Ø±Ø³Ø§Ø¦Ù„Ùƒ Ø§Ù„Ø¥Ù„ÙƒØªØ±ÙˆÙ†ÙŠØ© Ø¨Ù†Ø§Ø¡Ù‹ Ø¹Ù„Ù‰ Ø²ÙŠØ§Ø±Ø§ØªÙƒ Ù„Ù…ÙˆØ§Ù‚Ø¹Ù†Ø§ ÙˆÙ„Ù…ÙˆØ§Ù‚Ø¹ Ø£Ø·Ø±Ø§Ù Ø«Ø§Ù„Ø«Ø© Ù„Ø£Ù†Ù†Ø§ Ù†Ø´Ø§Ø±Ùƒ ÙÙŠ Ø´Ø¨ÙƒØ§Øª Ø¥Ø¹Ù„Ø§Ù†ÙŠØ© ØªØ¯ÙŠØ±Ù‡Ø§ Ø¬Ù‡Ø§Øª Ø®Ø§Ø±Ø¬ÙŠØ© Ù…Ø«Ù„ Google Ads. ØªØªØ¹Ù‚Ø¨ Ø´Ø¨ÙƒØ§Øª Ø§Ù„Ø¥Ø¹Ù„Ø§Ù†Ø§Øª Ø£Ù†Ø´Ø·ØªÙƒ Ø¹Ø¨Ø± Ø§Ù„Ø¥Ù†ØªØ±Ù†Øª Ø¨Ù…Ø±ÙˆØ± Ø§Ù„ÙˆÙ‚Øª Ù…Ù† Ø®Ù„Ø§Ù„ Ø¬Ù…Ø¹ Ø§Ù„Ù…Ø¹Ù„ÙˆÙ…Ø§Øª Ø¨ÙˆØ³Ø§Ø¦Ù„ Ø¢Ù„ÙŠØ©ØŒ Ø¨Ù…Ø§ ÙÙŠ Ø°Ù„Ùƒ Ø§Ø³ØªØ®Ø¯Ø§Ù… Ù…Ù„ÙØ§Øª ØªØ¹Ø±ÙŠÙ Ø§Ù„Ø§Ø±ØªØ¨Ø§Ø·. ÙˆØªØ³ØªØ®Ø¯Ù… Ù‡Ø°Ù‡ Ø§Ù„Ø´Ø¨ÙƒØ§Øª Ù‡Ø°Ù‡ Ø§Ù„Ù…Ø¹Ù„ÙˆÙ…Ø§Øª Ù„Ø¹Ø±Ø¶ Ø¥Ø¹Ù„Ø§Ù†Ø§Øª Ù…Ø®ØµØµØ© Ù„Ø§Ù‡ØªÙ…Ø§Ù…Ø§ØªÙƒ. Ù„Ø¯ÙŠÙ†Ø§ Ù…ØµÙ„Ø­Ø© Ù…Ø´Ø±ÙˆØ¹Ø© ÙÙŠ ØªÙ‚Ø¯ÙŠÙ… Ø¥Ø¹Ù„Ø§Ù†Ø§Øª Ù…Ø¨Ø§Ø´Ø±Ø©ØŒ Ù„ÙƒÙ†Ù†Ø§ Ø³Ù†Ø·Ù„Ø¨ Ù…ÙˆØ§ÙÙ‚ØªÙƒ Ø¹Ù„Ù‰ Ù‡Ø°Ø§ Ø§Ù„Ø§Ø³ØªØ®Ø¯Ø§Ù… Ø¹Ù†Ø¯Ù…Ø§ ÙŠÙƒÙˆÙ† Ø°Ù„Ùƒ Ù…Ø·Ù„ÙˆØ¨Ù‹Ø§ Ù‚Ø§Ù†ÙˆÙ†Ù‹Ø§ (ÙŠØ±Ø¬Ù‰ Ø§Ù„Ø±Ø¬ÙˆØ¹ Ø¥Ù„Ù‰ 		
home.privacy.internet_ads.cookies_policy_link	Cookies Policy	Politique relative aux cookies	Ø³ÙŠØ§Ø³Ø© Ù…Ù„ÙØ§Øª ØªØ¹Ø±ÙŠÙ Ø§Ù„Ø§Ø±ØªØ¨Ø§Ø·		
home.privacy.internet_ads.p1.after	 for more information about you choices in relation to ads).	 pour plus dâ€™informations sur vos choix concernant les annonces).	 Ù„Ù…Ø²ÙŠØ¯ Ù…Ù† Ø§Ù„Ù…Ø¹Ù„ÙˆÙ…Ø§Øª Ø­ÙˆÙ„ Ø®ÙŠØ§Ø±Ø§ØªÙƒ Ø§Ù„Ù…ØªØ¹Ù„Ù‚Ø© Ø¨Ø§Ù„Ø¥Ø¹Ù„Ø§Ù†Ø§Øª).		
home.privacy.internet_ads.p2	Our websites may also offer you the ability to interact with plugins from social media sites like Facebook and LinkedIn. These services collect persistent identifiers through your browser or mobile operating system. If you have previously provided personally identifiable information to third-party sites, that third-party may recognise you here. Your use of social network plugins is subject to each social media site's privacy policy, which may be different from ours, so please read these policies to assess and understand your options. We have no control over or access to the information that is collected, stored, or used by third-party plugins. If you engage with our content on or through third-party social media sites, you may allow us to have access to certain information associated with your social media account (e.g., name, username, email address, profile picture) to deliver the content or as part of the operation of the plug-in or application.	Nos sites peuvent Ã©galement vous permettre dâ€™interagir avec des plugins de rÃ©seaux sociaux tels que Facebook et LinkedIn. Ces services collectent des identifiants persistants via votre navigateur ou votre systÃ¨me dâ€™exploitation mobile. Si vous avez dÃ©jÃ  fourni des informations personnelles identifiables Ã  des sites tiers, ce tiers peut vous reconnaÃ®tre ici. Lâ€™utilisation des plugins de rÃ©seaux sociaux est soumise Ã  la politique de confidentialitÃ© de chaque rÃ©seau social, qui peut diffÃ©rer de la nÃ´tre ; veuillez donc lire ces politiques pour Ã©valuer et comprendre vos options. Nous nâ€™avons aucun contrÃ´le ni accÃ¨s aux informations collectÃ©es, stockÃ©es ou utilisÃ©es par les plugins de tiers. Si vous interagissez avec notre contenu sur ou via des rÃ©seaux sociaux tiers, vous pouvez nous permettre dâ€™accÃ©der Ã  certaines informations associÃ©es Ã  votre compte (par ex. nom, identifiant, adresse e-mail, photo de profil) afin de fournir le contenu ou dans le cadre du fonctionnement du plugin ou de lâ€™application.	Ù‚Ø¯ ØªØªÙŠØ­ Ù„Ùƒ Ù…ÙˆØ§Ù‚Ø¹Ù†Ø§ Ø£ÙŠØ¶Ù‹Ø§ Ø§Ù„ØªÙØ§Ø¹Ù„ Ù…Ø¹ Ø¥Ø¶Ø§ÙØ§Øª Ù…ÙˆØ§Ù‚Ø¹ Ø§Ù„ØªÙˆØ§ØµÙ„ Ø§Ù„Ø§Ø¬ØªÙ…Ø§Ø¹ÙŠ Ù…Ø«Ù„ Facebook ÙˆLinkedIn. ØªØ¬Ù…Ø¹ Ù‡Ø°Ù‡ Ø§Ù„Ø®Ø¯Ù…Ø§Øª Ù…Ø¹Ø±Ù‘ÙØ§Øª Ø¯Ø§Ø¦Ù…Ø© Ø¹Ø¨Ø± Ù…ØªØµÙØ­Ùƒ Ø£Ùˆ Ù†Ø¸Ø§Ù… ØªØ´ØºÙŠÙ„ Ù‡Ø§ØªÙÙƒ. Ø¥Ø°Ø§ ÙƒÙ†Øª Ù‚Ø¯ Ù‚Ø¯Ù…Øª Ø³Ø§Ø¨Ù‚Ù‹Ø§ Ù…Ø¹Ù„ÙˆÙ…Ø§Øª Ø´Ø®ØµÙŠØ© Ù‚Ø§Ø¨Ù„Ø© Ù„Ù„ØªØ¹Ø±ÙŠÙ Ø¥Ù„Ù‰ Ù…ÙˆØ§Ù‚Ø¹ Ø£Ø·Ø±Ø§Ù Ø«Ø§Ù„Ø«Ø©ØŒ ÙÙ‚Ø¯ ÙŠØªØ¹Ø±Ù Ø¹Ù„ÙŠÙƒ Ù‡Ø°Ø§ Ø§Ù„Ø·Ø±Ù Ù‡Ù†Ø§. ÙŠØ®Ø¶Ø¹ Ø§Ø³ØªØ®Ø¯Ø§Ù…Ùƒ Ù„Ø¥Ø¶Ø§ÙØ§Øª Ø§Ù„Ø´Ø¨ÙƒØ§Øª Ø§Ù„Ø§Ø¬ØªÙ…Ø§Ø¹ÙŠØ© Ù„Ø³ÙŠØ§Ø³Ø© Ø§Ù„Ø®ØµÙˆØµÙŠØ© Ø§Ù„Ø®Ø§ØµØ© Ø¨ÙƒÙ„ Ù…ÙˆÙ‚Ø¹ ØªÙˆØ§ØµÙ„ Ø§Ø¬ØªÙ…Ø§Ø¹ÙŠØŒ ÙˆØ§Ù„ØªÙŠ Ù‚Ø¯ ØªØ®ØªÙ„Ù Ø¹Ù† Ø³ÙŠØ§Ø³ØªÙ†Ø§ØŒ Ù„Ø°Ø§ ÙŠØ±Ø¬Ù‰ Ù‚Ø±Ø§Ø¡Ø© Ù‡Ø°Ù‡ Ø§Ù„Ø³ÙŠØ§Ø³Ø§Øª Ù„ØªÙ‚ÙŠÙŠÙ… Ø®ÙŠØ§Ø±Ø§ØªÙƒ ÙˆÙÙ‡Ù…Ù‡Ø§. Ù„ÙŠØ³ Ù„Ø¯ÙŠÙ†Ø§ Ø£ÙŠ Ø³ÙŠØ·Ø±Ø© Ø£Ùˆ ÙˆØµÙˆÙ„ Ø¥Ù„Ù‰ Ø§Ù„Ù…Ø¹Ù„ÙˆÙ…Ø§Øª Ø§Ù„ØªÙŠ ØªØ¬Ù…Ø¹Ù‡Ø§ Ø¥Ø¶Ø§ÙØ§Øª Ø§Ù„Ø¬Ù‡Ø§Øª Ø§Ù„Ø®Ø§Ø±Ø¬ÙŠØ© Ø£Ùˆ ØªØ®Ø²Ù†Ù‡Ø§ Ø£Ùˆ ØªØ³ØªØ®Ø¯Ù…Ù‡Ø§. Ø¥Ø°Ø§ ØªÙØ§Ø¹Ù„Øª Ù…Ø¹ Ù…Ø­ØªÙˆØ§Ù†Ø§ Ø¹Ù„Ù‰ Ø£Ùˆ Ø¹Ø¨Ø± Ù…ÙˆØ§Ù‚Ø¹ ØªÙˆØ§ØµÙ„ Ø§Ø¬ØªÙ…Ø§Ø¹ÙŠ ØªØ§Ø¨Ø¹Ø© Ù„Ø¬Ù‡Ø§Øª Ø®Ø§Ø±Ø¬ÙŠØ©ØŒ ÙÙ‚Ø¯ ØªØ³Ù…Ø­ Ù„Ù†Ø§ Ø¨Ø§Ù„ÙˆØµÙˆÙ„ Ø¥Ù„Ù‰ Ø¨Ø¹Ø¶ Ø§Ù„Ù…Ø¹Ù„ÙˆÙ…Ø§Øª Ø§Ù„Ù…Ø±ØªØ¨Ø·Ø© Ø¨Ø­Ø³Ø§Ø¨Ùƒ (Ù…Ø«Ù„ Ø§Ù„Ø§Ø³Ù… ÙˆØ§Ø³Ù… Ø§Ù„Ù…Ø³ØªØ®Ø¯Ù… ÙˆØ§Ù„Ø¨Ø±ÙŠØ¯ Ø§Ù„Ø¥Ù„ÙƒØªØ±ÙˆÙ†ÙŠ ÙˆØµÙˆØ±Ø© Ø§Ù„Ù…Ù„Ù Ø§Ù„Ø´Ø®ØµÙŠ) Ù„ØªÙ‚Ø¯ÙŠÙ… Ø§Ù„Ù…Ø­ØªÙˆÙ‰ Ø£Ùˆ ÙƒØ¬Ø²Ø¡ Ù…Ù† ØªØ´ØºÙŠÙ„ Ø§Ù„Ø¥Ø¶Ø§ÙØ© Ø£Ùˆ Ø§Ù„ØªØ·Ø¨ÙŠÙ‚.		
home.privacy.marketing_comms.title	Marketing and other communications	Marketing et autres communications	Ø§Ù„ØªØ³ÙˆÙŠÙ‚ ÙˆØ§Ù„Ø§ØªØµØ§Ù„Ø§Øª Ø§Ù„Ø£Ø®Ø±Ù‰		
home.privacy.marketing_comms.p1	We may also wish to provide you, or permit selected and named third parties to provide you, with the information about services or products we feel may interest you. We will always give you the option to provide opt-in consent to receive different kinds of marketing communications from us or third parties or you can decide not to do so.	Nous pouvons Ã©galement souhaiter vous fournir, ou permettre Ã  des tiers sÃ©lectionnÃ©s et nommÃ©s de vous fournir, des informations sur des services ou produits susceptibles de vous intÃ©resser. Nous vous donnerons toujours la possibilitÃ© de donner un consentement explicite (opt-in) pour recevoir diffÃ©rents types de communications marketing de notre part ou de la part de tiers, ou vous pouvez choisir de ne pas le faire.	Ù‚Ø¯ Ù†Ø±ØºØ¨ Ø£ÙŠØ¶Ù‹Ø§ ÙÙŠ ØªØ²ÙˆÙŠØ¯ÙƒØŒ Ø£Ùˆ Ø§Ù„Ø³Ù…Ø§Ø­ Ù„Ø£Ø·Ø±Ø§Ù Ø«Ø§Ù„Ø«Ø© Ù…Ø­Ø¯Ø¯Ø© ÙˆÙ…ÙØ³Ù…Ø§Ø© Ø¨ØªØ²ÙˆÙŠØ¯ÙƒØŒ Ø¨Ù…Ø¹Ù„ÙˆÙ…Ø§Øª Ø­ÙˆÙ„ Ø®Ø¯Ù…Ø§Øª Ø£Ùˆ Ù…Ù†ØªØ¬Ø§Øª Ù†Ø¹ØªÙ‚Ø¯ Ø£Ù†Ù‡Ø§ Ù‚Ø¯ ØªÙ‡Ù…Ùƒ. Ø³Ù†Ù…Ù†Ø­Ùƒ Ø¯Ø§Ø¦Ù…Ù‹Ø§ Ø®ÙŠØ§Ø± ØªÙ‚Ø¯ÙŠÙ… Ù…ÙˆØ§ÙÙ‚Ø© ØµØ±ÙŠØ­Ø© (opt-in) Ù„ØªÙ„Ù‚ÙŠ Ø£Ù†ÙˆØ§Ø¹ Ù…Ø®ØªÙ„ÙØ© Ù…Ù† Ø±Ø³Ø§Ø¦Ù„ Ø§Ù„ØªØ³ÙˆÙŠÙ‚ Ù…Ù†Ø§ Ø£Ùˆ Ù…Ù† Ø£Ø·Ø±Ø§Ù Ø«Ø§Ù„Ø«Ø©ØŒ Ø£Ùˆ ÙŠÙ…ÙƒÙ†Ùƒ Ø§Ø®ØªÙŠØ§Ø± Ø¹Ø¯Ù… Ø°Ù„Ùƒ.		
home.privacy.opt_out.title	Opt-ing out	DÃ©sinscription	Ø¥Ù„ØºØ§Ø¡ Ø§Ù„Ø§Ø´ØªØ±Ø§Ùƒ		
home.privacy.opt_out.p1.before	You can withdraw your consent or opt-out of any type of marketing communication from us at any time by following the instructions provided to you in the relevant communication (for example, the 'unsubscribe' link in an email) or you may contact us at 	Vous pouvez retirer votre consentement ou vous dÃ©sinscrire de tout type de communication marketing de notre part Ã  tout moment en suivant les instructions fournies dans la communication concernÃ©e (par exemple, le lien Â« se dÃ©sinscrire Â» dans un e-mail) ou en nous contactant Ã  lâ€™adresse 	ÙŠÙ…ÙƒÙ†Ùƒ Ø³Ø­Ø¨ Ù…ÙˆØ§ÙÙ‚ØªÙƒ Ø£Ùˆ Ø¥Ù„ØºØ§Ø¡ Ø§Ù„Ø§Ø´ØªØ±Ø§Ùƒ ÙÙŠ Ø£ÙŠ Ù†ÙˆØ¹ Ù…Ù† Ø±Ø³Ø§Ø¦Ù„ Ø§Ù„ØªØ³ÙˆÙŠÙ‚ Ù…Ù†Ø§ ÙÙŠ Ø£ÙŠ ÙˆÙ‚Øª Ø¨Ø§ØªØ¨Ø§Ø¹ Ø§Ù„ØªØ¹Ù„ÙŠÙ…Ø§Øª Ø§Ù„ÙˆØ§Ø±Ø¯Ø© ÙÙŠ Ø§Ù„Ø±Ø³Ø§Ù„Ø© Ø°Ø§Øª Ø§Ù„ØµÙ„Ø© (Ø¹Ù„Ù‰ Ø³Ø¨ÙŠÙ„ Ø§Ù„Ù…Ø«Ø§Ù„ Ø±Ø§Ø¨Ø· Â«Ø¥Ù„ØºØ§Ø¡ Ø§Ù„Ø§Ø´ØªØ±Ø§ÙƒÂ» ÙÙŠ Ø§Ù„Ø¨Ø±ÙŠØ¯ Ø§Ù„Ø¥Ù„ÙƒØªØ±ÙˆÙ†ÙŠ) Ø£Ùˆ ÙŠÙ…ÙƒÙ†Ùƒ Ø§Ù„Ø§ØªØµØ§Ù„ Ø¨Ù†Ø§ Ø¹Ù„Ù‰ 		
home.privacy.opt_out.email	Info@eclipsoair.com	Info@eclipsoair.com	Info@eclipsoair.com		
home.privacy.opt_out.p1.after	 If you have chosen to receive marketing communications from another organisation, your relevant Personal Data will be passed onto that organisation and will be held in accordance with their privacy policies. You should contact the relevant organisation directly if you no longer want to receive their marketing communications.	Si vous avez choisi de recevoir des communications marketing dâ€™une autre organisation, vos DonnÃ©es personnelles pertinentes seront transmises Ã  cette organisation et seront dÃ©tenues conformÃ©ment Ã  ses politiques de confidentialitÃ©. Vous devez contacter directement lâ€™organisation concernÃ©e si vous ne souhaitez plus recevoir ses communications marketing.	Ø¥Ø°Ø§ Ø§Ø®ØªØ±Øª ØªÙ„Ù‚ÙŠ Ø±Ø³Ø§Ø¦Ù„ ØªØ³ÙˆÙŠÙ‚ÙŠØ© Ù…Ù† Ù…Ø¤Ø³Ø³Ø© Ø£Ø®Ø±Ù‰ØŒ ÙØ³ÙŠØªÙ… ØªÙ…Ø±ÙŠØ± Ø¨ÙŠØ§Ù†Ø§ØªÙƒ Ø§Ù„Ø´Ø®ØµÙŠØ© Ø°Ø§Øª Ø§Ù„ØµÙ„Ø© Ø¥Ù„Ù‰ ØªÙ„Ùƒ Ø§Ù„Ù…Ø¤Ø³Ø³Ø© ÙˆØ³ÙŠØªÙ… Ø§Ù„Ø§Ø­ØªÙØ§Ø¸ Ø¨Ù‡Ø§ ÙˆÙÙ‚Ù‹Ø§ Ù„Ø³ÙŠØ§Ø³Ø§Øª Ø§Ù„Ø®ØµÙˆØµÙŠØ© Ø§Ù„Ø®Ø§ØµØ© Ø¨Ù‡Ø§. ÙŠØ¬Ø¨ Ø¹Ù„ÙŠÙƒ Ø§Ù„Ø§ØªØµØ§Ù„ Ø¨Ø§Ù„Ù…Ø¤Ø³Ø³Ø© Ø§Ù„Ù…Ø¹Ù†ÙŠØ© Ù…Ø¨Ø§Ø´Ø±Ø©Ù‹ Ø¥Ø°Ø§ Ù„Ù… ØªØ¹Ø¯ ØªØ±ØºØ¨ ÙÙŠ ØªÙ„Ù‚ÙŠ Ø±Ø³Ø§Ø¦Ù„Ù‡Ø§ Ø§Ù„ØªØ³ÙˆÙŠÙ‚ÙŠØ©.		
home.privacy.opt_out.p2	Note that even if you do not provide your consent, or subsequently withdraw it, in respect of marketing communications we will still need to send you communications in respect of our services and your contracts with us (for example, booking terms and confirmations and emergency information).	Veuillez noter que mÃªme si vous ne donnez pas votre consentement, ou si vous le retirez par la suite, concernant les communications marketing, nous devrons toujours vous envoyer des communications relatives Ã  nos services et Ã  vos contrats avec nous (par exemple, les conditions de rÃ©servation, les confirmations et les informations dâ€™urgence).	ÙŠØ±Ø¬Ù‰ Ù…Ù„Ø§Ø­Ø¸Ø© Ø£Ù†Ù‡ Ø­ØªÙ‰ Ø¥Ø°Ø§ Ù„Ù… ØªÙ‚Ø¯Ù… Ù…ÙˆØ§ÙÙ‚ØªÙƒ Ø£Ùˆ Ù‚Ù…Øª Ø¨Ø³Ø­Ø¨Ù‡Ø§ Ù„Ø§Ø­Ù‚Ù‹Ø§ ÙÙŠÙ…Ø§ ÙŠØªØ¹Ù„Ù‚ Ø¨Ø±Ø³Ø§Ø¦Ù„ Ø§Ù„ØªØ³ÙˆÙŠÙ‚ØŒ ÙØ³Ù†Ø¸Ù„ Ø¨Ø­Ø§Ø¬Ø© Ø¥Ù„Ù‰ Ø¥Ø±Ø³Ø§Ù„ Ø±Ø³Ø§Ø¦Ù„ Ù„Ùƒ ØªØªØ¹Ù„Ù‚ Ø¨Ø®Ø¯Ù…Ø§ØªÙ†Ø§ ÙˆØ¹Ù‚ÙˆØ¯Ùƒ Ù…Ø¹Ù†Ø§ (Ù…Ø«Ù„ Ø´Ø±ÙˆØ· Ø§Ù„Ø­Ø¬Ø² ÙˆØ§Ù„ØªØ£ÙƒÙŠØ¯Ø§Øª ÙˆÙ…Ø¹Ù„ÙˆÙ…Ø§Øª Ø§Ù„Ø·ÙˆØ§Ø±Ø¦).		
home.privacy.website_admin.title	Website/ business administration	Administration du site / de lâ€™entreprise	Ø¥Ø¯Ø§Ø±Ø© Ø§Ù„Ù…ÙˆÙ‚Ø¹ / Ø§Ù„Ø£Ø¹Ù…Ø§Ù„		
